Patient Name         : Acuros HN evaluation, RC physics
Patient ID           : Case7_Dm
Comment              : DVHs for one plan
Date                 : 21 November 2016 14:49:53
Exported by          : rcole
Type                 : Cumulative Dose Volume Histogram
Description          : The cumulative DVH displays the percentage (relative)
                       or volume (absolute) of structures that receive a dose
                       equal to or greater than a given dose.

Plan: Case7_Dm
Course: 1
Plan Status: Unapproved
Prescribed dose [Gy]: 65.010
% for dose (%): 100.0

Structure: Artifact_P2
Approval Status: Unapproved
Plan: Case7_Dm
Course: 1
Volume [cm³]: 79.5
Dose Cover.[%]: 100.0
Sampling Cover.[%]: 100.0
Min Dose [%]: 1.3
Max Dose [%]: 110.7
Mean Dose [%]: 64.8
Modal Dose [%]: 105.5
Median Dose [%]: 60.1
STD [%]: 24.6
Equiv. Sphere Diam. [cm]: 5.3
Conformity Index: N/A
Gradient Measure [cm]: N/A

Relative dose [%]           Dose [Gy] Ratio of Total Structure Volume [%]
             50.5               32.83                    65.853
             50.6             32.8951                   65.6879
             50.7             32.9601                   65.5212
             50.8             33.0251                   65.3489
             50.9             33.0901                   65.1859
               51             33.1551                   65.0214
             51.1             33.2201                   64.8446
             51.2             33.2851                   64.6745
             51.3             33.3501                   64.5044
             51.4             33.4151                   64.3394
             51.5             33.4801                   64.1718
             51.6             33.5452                   64.0017
             51.7             33.6102                   63.8395
             51.8             33.6752                   63.6748
             51.9             33.7402                   63.5049
               52             33.8052                   63.3319
             52.1             33.8702                   63.1556
             52.2             33.9352                   62.9932
             52.3             34.0002                   62.8237
             52.4             34.0652                   62.6478
             52.5             34.1302                   62.4809
             52.6             34.1953                   62.3169
             52.7             34.2603                   62.1535
             52.8             34.3253                   61.9964
             52.9             34.3903                   61.8212
               53             34.4553                   61.6403
             53.1             34.5203                   61.4687
             53.2             34.5853                   61.2916
             53.3             34.6503                   61.1281
             53.4             34.7153                   60.9627
             53.5             34.7803                   60.7893
             53.6             34.8454                   60.6166
             53.7             34.9104                   60.4506
             53.8             34.9754                    60.291
             53.9             35.0404                    60.108
               54             35.1054                   59.9373
             54.1             35.1704                   59.7629
             54.2             35.2354                   59.5935
             54.3             35.3004                   59.4232
             54.4             35.3654                    59.242
             54.5             35.4304                   59.0758
             54.6             35.4955                   58.9132
             54.7             35.5605                   58.7485
             54.8             35.6255                   58.5701
             54.9             35.6905                   58.3908
               55             35.7555                    58.218
             55.1             35.8205                   58.0504
             55.2             35.8855                    57.885
             55.3             35.9505                   57.7188
             55.4             36.0155                   57.5603
             55.5             36.0805                   57.4008
             55.6             36.1456                    57.237
             55.7             36.2106                   57.0682
             55.8             36.2756                   56.9005
             55.9             36.3406                   56.7332
               56             36.4056                   56.5704
             56.1             36.4706                    56.405
             56.2             36.5356                   56.2399
             56.3             36.6006                   56.0845
             56.4             36.6656                   55.9227
             56.5             36.7306                   55.7642
             56.6             36.7957                      55.6
             56.7             36.8607                     55.43
             56.8             36.9257                   55.2721
             56.9             36.9907                   55.1086
               57             37.0557                   54.9486
             57.1             37.1207                   54.7918
             57.2             37.1857                   54.6342
             57.3             37.2507                    54.477
             57.4             37.3157                   54.3099
             57.5             37.3807                   54.1486
             57.6             37.4458                   53.9818
             57.7             37.5108                   53.8199
             57.8             37.5758                   53.6555
             57.9             37.6408                   53.4993
               58             37.7058                   53.3416
             58.1             37.7708                   53.1959
             58.2             37.8358                   53.0485
             58.3             37.9008                   52.8927
             58.4             37.9658                   52.7292
             58.5             38.0308                   52.5598
             58.6             38.0959                    52.409
             58.7             38.1609                   52.2505
             58.8             38.2259                   52.0846
             58.9             38.2909                   51.9188
               59             38.3559                   51.7639
             59.1             38.4209                   51.6203
             59.2             38.4859                   51.4684
             59.3             38.5509                   51.3116
             59.4             38.6159                   51.1603
             59.5             38.6809                   51.0043
             59.6              38.746                   50.8415
             59.7              38.811                   50.6786
             59.8              38.876                   50.5138
             59.9              38.941                   50.3547
               60              39.006                   50.2056
             60.1              39.071                   50.0567
             60.2              39.136                   49.9055
             60.3              39.201                   49.7418
             60.4              39.266                   49.5783
             60.5              39.331                   49.4303
             60.6             39.3961                   49.2698
             60.7             39.4611                    49.112
             60.8             39.5261                   48.9575
             60.9             39.5911                    48.797
               61             39.6561                   48.6385
             61.1             39.7211                   48.4817
             61.2             39.7861                   48.3178
             61.3             39.8511                   48.1562
             61.4             39.9161                    47.998
             61.5             39.9811                   47.8284
             61.6             40.0462                   47.6802
             61.7             40.1112                   47.5276
             61.8             40.1762                   47.3776
             61.9             40.2412                   47.2182
               62             40.3062                   47.0551
             62.1             40.3712                   46.8958
             62.2             40.4362                   46.7426
             62.3             40.5012                    46.586
             62.4             40.5662                   46.4297
             62.5             40.6312                    46.273
             62.6             40.6963                   46.1167
             62.7             40.7613                   45.9656
             62.8             40.8263                   45.8093
             62.9             40.8913                   45.6513
               63             40.9563                   45.4911
             63.1             41.0213                    45.331
             63.2             41.0863                   45.1711
             63.3             41.1513                   45.0246
             63.4             41.2163                   44.8732
             63.5             41.2813                   44.7141
             63.6             41.3464                   44.5578
             63.7             41.4114                   44.4004
             63.8             41.4764                   44.2413
             63.9             41.5414                   44.0904
               64             41.6064                    43.941
             64.1             41.6714                   43.7848
             64.2             41.7364                    43.627
             64.3             41.8014                   43.4741
             64.4             41.8664                   43.3188
             64.5             41.9314                   43.1663
             64.6             41.9965                   43.0138
             64.7             42.0615                   42.8591
             64.8             42.1265                   42.7094
             64.9             42.1915                   42.5644
               65             42.2565                   42.4116
             65.1             42.3215                     42.26
             65.2             42.3865                   42.1064
             65.3             42.4515                   41.9536
             65.4             42.5165                   41.8032
             65.5             42.5815                   41.6527
             65.6             42.6466                   41.5045
             65.7             42.7116                   41.3551
             65.8             42.7766                   41.2061
             65.9             42.8416                   41.0533
